PlantID,Date,GrossInput_BBL,NetOutput_BBL,Emission_PPM,OperationalEfficiency_Pct
PLT-04,2024-09-26,87044.38,78396.27,35.225,90.06
PLT-05,2024-09-26,66788.5,64301.32,35.534,96.28
PLT-01,2024-09-27,62254.37,57433.6,42.477,92.26
PLT-02,2024-09-27,66837.12,61977.37,36.468,92.73
PLT-03,2024-09-27,100362.35,89889.57,33.845,89.57
PLT-04,2024-09-27,112975.99,109265.0,35.621,96.72
PLT-05,2024-09-27,118692.86,110546.51,27.934,93.14
PLT-01,2024-09-28,84127.0,74907.87,27.962,89.04
PLT-02,2024-09-28,76672.4,73327.68,39.311,95.64
PLT-03,2024-09-28,88114.13,80294.44,18.733,91.13
PLT-04,2024-09-28,67821.2,63832.12,21.469,94.12
PLT-05,2024-09-28,74150.94,67833.97,39.561,91.48
PLT-01,2024-09-29,110702.96,104386.62,24.298,94.29
PLT-02,2024-09-29,74654.16,66658.81,19.552,89.29
PLT-03,2024-09-29,53143.41,47390.78,19.965,89.18
PLT-04,2024-09-29,56215.06,50035.12,36.549,89.01
PLT-05,2024-09-29,119232.12,114358.72,13.642,95.91
PLT-01,2024-09-30,73844.7,70694.33,16.848,95.73
PLT-02,2024-09-30,107811.61,100625.22,45.527,93.33
PLT-03,2024-09-30,110083.13,103580.86,35.682,94.09
PLT-04,2024-09-30,57053.14,50806.26,28.454,89.05
PLT-05,2024-09-30,54926.4,48841.52,24.384,88.92
PLT-01,2024-10-01,108839.2,95946.47,24.035,88.15
PLT-02,2024-10-01,73924.17,68450.18,18.537,92.6
PLT-03,2024-10-01,117137.62,109183.81,30.796,93.21
PLT-04,2024-10-01,40705.81,37600.54,42.156,92.37
PLT-05,2024-10-01,57571.56,52482.73,12.741,91.16
PLT-01,2024-10-02,118154.2,104684.46,45.836,88.6
PLT-02,2024-10-02,65039.02,60673.61,36.455,93.29
PLT-03,2024-10-02,51266.33,47161.86,23.717,91.99
PLT-04,2024-10-02,44528.2,42523.87,13.626,95.5
PLT-05,2024-10-02,92260.64,83797.29,18.917,90.83
PLT-01,2024-10-03,93366.88,86990.71,23.349,93.17
PLT-02,2024-10-03,81036.86,73108.32,43.093,90.22
PLT-03,2024-10-03,65105.5,58729.31,39.066,90.21
PLT-04,2024-10-03,41407.4,37437.3,25.514,90.41
PLT-05,2024-10-03,110579.04,106768.46,37.793,96.55
PLT-01,2024-10-04,79402.54,74452.26,26.904,93.77
PLT-02,2024-10-04,63906.07,61705.27,16.154,96.56
PLT-03,2024-10-04,67711.49,65065.19,38.033,96.09
PLT-04,2024-10-04,42328.12,37336.74,32.094,88.21
PLT-05,2024-10-04,78740.24,72430.72,22.884,91.99
PLT-01,2024-10-05,118931.1,107570.67,29.641,90.45
PLT-02,2024-10-05,72391.45,64813.69,20.794,89.53
PLT-03,2024-10-05,113464.22,108613.08,19.166,95.72
PLT-04,2024-10-05,110053.01,98918.59,36.056,89.88
PLT-05,2024-10-05,46502.44,44606.69,13.854,95.92
PLT-01,2024-10-06,84395.43,80190.35,16.206,95.02
PLT-02,2024-10-06,72358.42,63948.6,38.079,88.38
PLT-03,2024-10-06,64595.97,60096.57,45.578,93.03
PLT-04,2024-10-06,64468.65,57014.56,37.823,88.44
PLT-05,2024-10-06,102947.29,99468.51,17.681,96.62
PLT-01,2024-10-07,71371.19,68228.91,41.047,95.6
PLT-02,2024-10-07,89983.66,81367.11,22.225,90.42
PLT-03,2024-10-07,49920.24,48071.54,18.226,96.3
PLT-04,2024-10-07,85830.93,80045.21,25.306,93.26
PLT-05,2024-10-07,68201.48,64121.19,25.979,94.02
PLT-01,2024-10-08,60409.23,55330.13,41.076,91.59
PLT-02,2024-10-08,117318.28,109954.86,40.156,93.72
PLT-03,2024-10-08,82625.99,77357.27,47.571,93.62
PLT-04,2024-10-08,75073.51,66512.35,47.952,88.6
PLT-05,2024-10-08,103444.94,94739.83,47.366,91.58
PLT-01,2024-10-09,67642.86,61791.13,33.95,91.35
PLT-02,2024-10-09,61947.79,58408.8,17.503,94.29
PLT-03,2024-10-09,48642.03,45146.57,31.998,92.81
PLT-04,2024-10-09,48532.41,46919.96,32.638,96.68
PLT-05,2024-10-09,52082.8,47292.74,40.808,90.8
PLT-01,2024-10-10,81858.52,73421.64,17.203,89.69
PLT-02,2024-10-10,74461.95,67787.73,35.613,91.04
PLT-03,2024-10-10,114019.76,102879.54,42.788,90.23
PLT-04,2024-10-10,113636.96,109225.6,46.275,96.12
PLT-05,2024-10-10,107368.69,100219.41,26.754,93.34
PLT-01,2024-10-11,79335.02,76045.4,22.85,95.85
PLT-02,2024-10-11,52740.94,47080.45,43.272,89.27
PLT-03,2024-10-11,100918.85,93328.55,21.895,92.48
PLT-04,2024-10-11,94209.05,83229.83,33.956,88.35
PLT-05,2024-10-11,71874.01,69574.57,30.272,96.8
PLT-01,2024-10-12,84181.42,79476.74,29.443,94.41
PLT-02,2024-10-12,57965.49,53812.55,45.994,92.84
PLT-03,2024-10-12,72792.88,68510.31,47.209,94.12
PLT-04,2024-10-12,106393.79,99937.08,38.496,93.93
PLT-05,2024-10-12,114918.66,111054.83,46.883,96.64
PLT-01,2024-10-13,90051.33,82363.11,16.794,91.46
PLT-02,2024-10-13,70843.84,68354.81,44.033,96.49
PLT-03,2024-10-13,81892.77,76023.57,23.121,92.83
PLT-04,2024-10-13,76360.63,72107.37,26.488,94.43
PLT-05,2024-10-13,55038.71,51113.2,20.112,92.87
PLT-01,2024-10-14,117943.0,107933.25,44.748,91.51
PLT-02,2024-10-14,58044.32,52067.43,35.708,89.7
PLT-03,2024-10-14,102350.33,95289.06,20.273,93.1
PLT-04,2024-10-14,43031.55,40262.3,16.717,93.56
PLT-05,2024-10-14,67454.11,63462.22,15.529,94.08
PLT-01,2024-10-15,50180.12,44437.0,49.359,88.55
PLT-02,2024-10-15,70966.14,68235.47,22.569,96.15
PLT-03,2024-10-15,100256.21,90202.12,31.44,89.97
PLT-04,2024-10-15,105969.26,101038.52,40.594,95.35
PLT-05,2024-10-15,105898.75,95206.42,30.86,89.9
PLT-01,2024-10-16,78789.72,75649.57,22.688,96.01
PLT-02,2024-10-16,114519.67,105423.56,36.112,92.06
PLT-03,2024-10-16,61510.65,56400.77,37.553,91.69
PLT-04,2024-10-16,81019.77,78083.92,38.536,96.38
PLT-05,2024-10-16,85152.23,81729.13,35.96,95.98
PLT-01,2024-10-17,91785.64,82806.56,26.215,90.22
PLT-02,2024-10-17,94664.29,90902.45,23.36,96.03
PLT-03,2024-10-17,57238.85,53428.61,14.419,93.34
PLT-04,2024-10-17,97163.34,91652.48,24.779,94.33
PLT-05,2024-10-17,111414.21,103080.02,35.248,92.52
PLT-01,2024-10-18,56766.28,52086.5,43.047,91.76
PLT-02,2024-10-18,57035.16,52195.82,23.451,91.52
PLT-03,2024-10-18,52088.81,47196.35,20.38,90.61
PLT-04,2024-10-18,113887.49,107816.96,23.38,94.67
PLT-05,2024-10-18,101067.12,89140.45,32.455,88.2
PLT-01,2024-10-19,60026.77,53441.17,45.315,89.03
PLT-02,2024-10-19,55947.24,53374.52,26.876,95.4
PLT-03,2024-10-19,41143.26,38918.56,33.469,94.59
PLT-04,2024-10-19,67533.75,61140.95,14.653,90.53
PLT-05,2024-10-19,115314.05,106603.07,15.079,92.45
PLT-01,2024-10-20,109494.38,99102.81,19.33,90.51
PLT-02,2024-10-20,62475.0,58152.44,14.666,93.08
PLT-03,2024-10-20,78540.55,75447.38,18.774,96.06
PLT-04,2024-10-20,66495.1,60886.3,33.104,91.57
PLT-05,2024-10-20,113540.34,103947.15,14.49,91.55
PLT-01,2024-10-21,67836.07,60856.26,36.964,89.71
PLT-02,2024-10-21,42340.97,38372.51,31.626,90.63
PLT-03,2024-10-21,62186.74,57808.15,16.13,92.96
PLT-04,2024-10-21,115424.44,104595.51,45.228,90.62
PLT-05,2024-10-21,66066.84,62787.65,20.863,95.04
PLT-01,2024-10-22,93581.51,85078.18,30.33,90.91
PLT-02,2024-10-22,93905.13,87613.43,32.746,93.3
PLT-03,2024-10-22,45254.47,40838.4,32.586,90.24
PLT-04,2024-10-22,41465.38,37424.91,20.251,90.26
PLT-05,2024-10-22,59988.49,55681.61,32.951,92.82
PLT-01,2024-10-23,112719.84,103109.66,45.357,91.47
PLT-02,2024-10-23,92156.35,88667.26,42.005,96.21
PLT-03,2024-10-23,95006.6,86650.72,20.68,91.2
PLT-04,2024-10-23,57791.31,55808.82,46.509,96.57
PLT-05,2024-10-23,97986.51,94022.14,45.084,95.95
PLT-01,2024-10-24,80924.5,75795.13,27.075,93.66
PLT-02,2024-10-24,73479.26,64915.88,29.118,88.35
PLT-03,2024-10-24,93879.18,86179.06,43.407,91.8
PLT-04,2024-10-24,66605.04,59407.79,42.716,89.19
PLT-05,2024-10-24,93915.83,84689.89,31.312,90.18
PLT-01,2024-10-25,72148.19,69586.74,33.864,96.45
PLT-02,2024-10-25,52671.14,48730.99,43.052,92.52
PLT-03,2024-10-25,93719.73,89579.26,21.014,95.58
PLT-04,2024-10-25,111068.11,105293.13,38.241,94.8
PLT-05,2024-10-25,67723.29,65006.86,34.967,95.99
PLT-01,2024-10-26,108147.16,98682.92,17.243,91.25
PLT-02,2024-10-26,66586.97,61324.85,31.203,92.1
PLT-03,2024-10-26,80864.74,75135.06,42.301,92.91
PLT-04,2024-10-26,53608.1,48699.99,43.99,90.84
PLT-05,2024-10-26,84836.66,79110.62,29.21,93.25
PLT-01,2024-10-27,83917.97,75343.83,33.187,89.78
PLT-02,2024-10-27,119773.85,111502.78,13.598,93.09
PLT-03,2024-10-27,103714.85,94969.9,17.532,91.57
PLT-04,2024-10-27,109001.58,97863.54,46.648,89.78
PLT-05,2024-10-27,75343.72,71339.29,31.692,94.69
PLT-01,2024-10-28,60530.14,56922.43,46.485,94.04
PLT-02,2024-10-28,101570.96,94904.01,47.663,93.44
PLT-03,2024-10-28,61226.13,54222.52,14.657,88.56
PLT-04,2024-10-28,96855.03,92469.52,34.864,95.47
PLT-05,2024-10-28,112402.13,105974.73,25.354,94.28
PLT-01,2024-10-29,54500.66,52496.03,15.729,96.32
PLT-02,2024-10-29,83439.07,75784.43,21.771,90.83
PLT-03,2024-10-29,91666.79,82574.48,44.989,90.08
PLT-04,2024-10-29,72483.51,68204.36,38.199,94.1
PLT-05,2024-10-29,94635.34,90973.52,20.321,96.13
PLT-01,2024-10-30,46884.36,41492.28,45.102,88.5
PLT-02,2024-10-30,117862.96,106928.51,36.967,90.72
PLT-03,2024-10-30,40713.02,36518.64,38.314,89.7
PLT-04,2024-10-30,45270.97,41747.34,35.853,92.22
PLT-05,2024-10-30,101276.65,93259.94,34.69,92.08
PLT-01,2024-10-31,83166.05,73577.63,40.241,88.47
PLT-02,2024-10-31,53788.95,47488.25,29.742,88.29
PLT-03,2024-10-31,109251.01,97623.93,13.963,89.36
PLT-04,2024-10-31,48798.34,44539.68,32.886,91.27
PLT-05,2024-10-31,55440.97,52789.6,39.119,95.22
PLT-01,2024-11-01,95669.09,88386.02,25.148,92.39
PLT-02,2024-11-01,70046.93,64812.77,14.783,92.53
PLT-03,2024-11-01,94584.44,86226.55,20.091,91.16
PLT-04,2024-11-01,62266.17,55804.59,45.956,89.62
PLT-05,2024-11-01,53523.0,51353.36,32.601,95.95
PLT-01,2024-11-02,109396.08,100936.02,45.395,92.27
PLT-02,2024-11-02,56919.26,52930.49,16.53,92.99
PLT-03,2024-11-02,75777.62,70571.04,33.804,93.13
PLT-04,2024-11-02,69242.3,61408.93,37.092,88.69
PLT-05,2024-11-02,79074.55,70559.73,47.192,89.23
PLT-01,2024-11-03,116453.49,111457.0,42.379,95.71
PLT-02,2024-11-03,47893.7,46428.53,26.414,96.94
PLT-03,2024-11-03,53049.69,50561.08,20.126,95.31
PLT-04,2024-11-03,82094.03,73188.59,30.587,89.15
PLT-05,2024-11-03,84651.32,77890.49,14.502,92.01
PLT-01,2024-11-04,78795.12,72665.24,21.418,92.22
PLT-02,2024-11-04,113728.13,104357.08,43.108,91.76
PLT-03,2024-11-04,48773.11,44320.07,18.348,90.87
PLT-04,2024-11-04,72672.86,64682.28,29.377,89.0
PLT-05,2024-11-04,68309.66,61485.41,35.118,90.01
PLT-01,2024-11-05,116072.92,104307.79,39.124,89.86
PLT-02,2024-11-05,99390.47,91919.37,44.316,92.48
PLT-03,2024-11-05,117311.21,107058.47,35.437,91.26
PLT-04,2024-11-05,92977.01,85197.36,23.404,91.63
PLT-05,2024-11-05,114699.54,109090.54,16.121,95.11
PLT-01,2024-11-06,49590.73,47757.3,14.931,96.3
PLT-02,2024-11-06,95073.71,85605.15,13.267,90.04
PLT-03,2024-11-06,44771.0,40903.55,14.793,91.36
PLT-04,2024-11-06,87731.14,82314.0,25.445,93.83
PLT-05,2024-11-06,99430.25,91883.87,27.488,92.41
PLT-01,2024-11-07,72559.05,66667.22,46.844,91.88
PLT-02,2024-11-07,94512.56,85852.27,38.419,90.84
PLT-03,2024-11-07,66421.39,59202.34,30.613,89.13
PLT-04,2024-11-07,100081.91,91473.8,43.29,91.4
PLT-05,2024-11-07,70956.22,64675.57,47.937,91.15
PLT-01,2024-11-08,78597.76,74862.0,40.98,95.25
PLT-02,2024-11-08,114109.55,101288.26,23.264,88.76
PLT-03,2024-11-08,101419.85,94384.77,32.146,93.06
PLT-04,2024-11-08,53297.22,48250.17,30.768,90.53
PLT-05,2024-11-08,62174.51,55890.25,16.659,89.89
PLT-01,2024-11-09,52458.08,49793.11,37.876,94.92
PLT-02,2024-11-09,43666.69,39225.59,33.676,89.83
PLT-03,2024-11-09,65810.23,62789.04,40.26,95.41
PLT-04,2024-11-09,111326.44,103607.49,24.675,93.07
PLT-05,2024-11-09,88485.18,78576.81,13.845,88.8
PLT-01,2024-11-10,41367.48,37920.69,20.211,91.67
PLT-02,2024-11-10,52587.02,49188.81,47.823,93.54
PLT-03,2024-11-10,54220.26,50380.27,16.31,92.92
PLT-04,2024-11-10,114738.92,103983.06,43.62,90.63
PLT-05,2024-11-10,62646.12,59673.23,19.538,95.25
PLT-01,2024-11-11,63423.15,56911.04,23.013,89.73
PLT-02,2024-11-11,106789.26,100116.31,26.612,93.75
PLT-03,2024-11-11,117721.68,108520.26,46.911,92.18
PLT-04,2024-11-11,55726.95,53576.86,12.498,96.14
PLT-05,2024-11-11,83624.26,76773.32,30.903,91.81
PLT-01,2024-11-12,84275.59,77113.25,47.935,91.5
PLT-02,2024-11-12,118120.58,114170.28,47.247,96.66
PLT-03,2024-11-12,103440.99,100231.54,44.125,96.9
PLT-04,2024-11-12,73274.61,69657.04,44.834,95.06
PLT-05,2024-11-12,97008.49,89058.68,14.368,91.81
PLT-01,2024-11-13,104775.75,101186.85,25.049,96.57
PLT-02,2024-11-13,52152.48,47426.7,32.974,90.94
PLT-03,2024-11-13,65354.32,61103.39,46.807,93.5
PLT-04,2024-11-13,93658.76,85476.67,45.687,91.26
PLT-05,2024-11-13,85250.82,76005.67,31.463,89.16
PLT-01,2024-11-14,92290.92,88178.7,45.713,95.54
PLT-02,2024-11-14,65393.29,58461.35,16.158,89.4
PLT-03,2024-11-14,99068.37,94269.92,26.737,95.16
PLT-04,2024-11-14,71674.03,69228.61,45.001,96.59
PLT-05,2024-11-14,58661.27,55744.2,34.417,95.03
PLT-01,2024-11-15,52337.82,47737.82,18.389,91.21
PLT-02,2024-11-15,63612.48,59501.66,25.51,93.54
PLT-03,2024-11-15,71524.76,66415.62,15.14,92.86
PLT-04,2024-11-15,99103.78,90794.31,29.294,91.62
PLT-05,2024-11-15,117943.98,107446.14,35.336,91.1
PLT-01,2024-11-16,71400.35,68579.0,42.483,96.05
PLT-02,2024-11-16,59329.94,55904.06,14.346,94.23
PLT-03,2024-11-16,117054.83,106684.84,41.946,91.14
PLT-04,2024-11-16,65474.51,61346.3,47.409,93.69
PLT-05,2024-11-16,110139.99,98512.83,33.21,89.44
PLT-01,2024-11-17,67882.54,62390.2,24.067,91.91
PLT-02,2024-11-17,66876.74,62117.11,18.911,92.88
PLT-03,2024-11-17,82991.63,75116.3,22.403,90.51
PLT-04,2024-11-17,99099.84,87471.8,27.214,88.27
PLT-05,2024-11-17,72602.75,67060.25,36.084,92.37
PLT-01,2024-11-18,69574.94,62560.56,45.355,89.92
PLT-02,2024-11-18,118483.09,104478.55,33.173,88.18
PLT-03,2024-11-18,67336.19,60934.48,24.085,90.49
PLT-04,2024-11-18,91110.22,81740.85,46.363,89.72
PLT-05,2024-11-18,77289.16,70279.18,39.559,90.93
PLT-01,2024-11-19,41307.73,37956.3,24.791,91.89
PLT-02,2024-11-19,67056.79,61044.24,13.126,91.03
PLT-03,2024-11-19,52169.31,46575.18,49.09,89.28
PLT-04,2024-11-19,41773.26,37388.6,48.57,89.5
PLT-05,2024-11-19,90260.53,83090.24,14.835,92.06
PLT-01,2024-11-20,93572.89,83504.66,37.663,89.24
PLT-02,2024-11-20,118334.12,109799.57,19.707,92.79
PLT-03,2024-11-20,90022.7,83375.75,31.193,92.62
PLT-04,2024-11-20,78248.56,73603.46,32.59,94.06
PLT-05,2024-11-20,118959.61,113526.45,21.529,95.43
PLT-01,2024-11-21,98060.52,88184.55,41.664,89.93
PLT-02,2024-11-21,51804.61,47795.96,40.462,92.26
PLT-03,2024-11-21,62409.02,59621.88,35.189,95.53
PLT-04,2024-11-21,71801.79,65921.76,45.336,91.81
PLT-05,2024-11-21,57423.28,54115.85,37.463,94.24
PLT-01,2024-11-22,113795.98,107444.43,33.041,94.42
PLT-02,2024-11-22,112201.8,107110.29,37.804,95.46
PLT-03,2024-11-22,42606.27,38925.81,34.748,91.36
PLT-04,2024-11-22,81780.04,74316.68,17.199,90.87
PLT-05,2024-11-22,84239.73,76298.67,20.388,90.57
PLT-01,2024-11-23,71916.66,68370.75,29.563,95.07
PLT-02,2024-11-23,57319.38,51044.13,31.464,89.05
PLT-03,2024-11-23,103549.31,97207.29,20.357,93.88
PLT-04,2024-11-23,74936.53,71712.07,18.396,95.7
PLT-05,2024-11-23,82566.45,75305.63,16.47,91.21
PLT-01,2024-11-24,43992.31,40914.1,12.747,93.0
PLT-02,2024-11-24,48275.69,43992.71,13.567,91.13
PLT-03,2024-11-24,72035.62,64236.53,26.095,89.17
PLT-04,2024-11-24,103292.77,96720.54,28.034,93.64
PLT-05,2024-11-24,47346.66,44303.38,17.894,93.57
PLT-01,2024-11-25,46126.91,43348.21,44.834,93.98
PLT-02,2024-11-25,76847.47,67909.31,45.191,88.37
PLT-03,2024-11-25,45357.9,43456.32,26.105,95.81
PLT-04,2024-11-25,69231.56,64305.86,46.455,92.89
PLT-05,2024-11-25,111899.24,103207.99,37.05,92.23
PLT-01,2024-11-26,86434.34,81456.72,41.856,94.24
PLT-02,2024-11-26,42759.51,38882.01,46.536,90.93
PLT-03,2024-11-26,115946.9,102150.36,20.752,88.1
PLT-04,2024-11-26,119501.6,110461.81,32.623,92.44
PLT-05,2024-11-26,53313.61,51207.2,20.326,96.05
PLT-01,2024-11-27,55171.81,49683.93,45.106,90.05
PLT-02,2024-11-27,96227.74,91336.84,25.573,94.92
PLT-03,2024-11-27,112734.16,107215.45,39.022,95.1
PLT-04,2024-11-27,117675.22,107432.5,33.995,91.3
PLT-05,2024-11-27,112794.38,107287.76,32.282,95.12
PLT-01,2024-11-28,46097.09,43273.42,30.956,93.87
PLT-02,2024-11-28,54734.44,52512.37,24.357,95.94
PLT-03,2024-11-28,70998.39,66775.13,29.597,94.05
PLT-04,2024-11-28,47142.49,43129.24,15.401,91.49
PLT-05,2024-11-28,55260.03,48664.51,20.027,88.06
PLT-01,2024-11-29,66435.79,61681.62,45.094,92.84
PLT-02,2024-11-29,83226.15,78524.23,24.876,94.35
PLT-03,2024-11-29,100130.46,93706.31,28.553,93.58
PLT-04,2024-11-29,55501.5,50357.55,34.354,90.73
PLT-05,2024-11-29,74084.51,71124.45,20.454,96.0
PLT-01,2024-11-30,45845.81,42776.04,43.898,93.3
PLT-02,2024-11-30,69179.12,64910.35,20.331,93.83
PLT-03,2024-11-30,84677.75,80512.56,43.213,95.08
PLT-04,2024-11-30,48409.53,44153.06,35.027,91.21
PLT-05,2024-11-30,42777.83,40303.36,31.009,94.22
PLT-01,2024-12-01,63085.3,60140.41,22.442,95.33
PLT-02,2024-12-01,119313.2,113761.95,37.487,95.35
PLT-03,2024-12-01,44907.8,43173.82,40.442,96.14
PLT-04,2024-12-01,58322.01,53382.27,21.671,91.53
PLT-05,2024-12-01,118753.28,113632.36,45.488,95.69
PLT-01,2024-12-02,103101.94,94964.24,19.396,92.11
PLT-02,2024-12-02,56646.41,50622.15,33.179,89.37
PLT-03,2024-12-02,113597.32,110105.55,22.343,96.93
PLT-04,2024-12-02,95785.16,89438.32,29.602,93.37
PLT-05,2024-12-02,93261.49,85187.16,46.001,91.34
PLT-01,2024-12-03,96435.91,91409.49,20.727,94.79
PLT-02,2024-12-03,53486.56,48966.45,39.6,91.55
PLT-03,2024-12-03,115103.67,105718.08,39.87,91.85
PLT-04,2024-12-03,77632.61,70379.44,38.614,90.66
PLT-05,2024-12-03,103856.17,93289.39,24.486,89.83
PLT-01,2024-12-04,79582.15,71368.23,46.938,89.68
PLT-02,2024-12-04,87306.71,77782.27,20.125,89.09
PLT-03,2024-12-04,116348.43,110116.25,38.439,94.64
PLT-04,2024-12-04,45799.89,43994.32,27.974,96.06
PLT-05,2024-12-04,92777.39,89657.47,15.6,96.64
PLT-01,2024-12-05,78582.12,69503.15,31.484,88.45
PLT-02,2024-12-05,60180.75,57893.63,26.346,96.2
PLT-03,2024-12-05,90709.8,86847.91,47.413,95.74
PLT-04,2024-12-05,80305.55,73962.87,14.727,92.1
PLT-05,2024-12-05,41019.12,38344.35,14.357,93.48
PLT-01,2024-12-06,70430.31,62001.53,35.648,88.03
PLT-02,2024-12-06,74033.21,65995.56,24.169,89.14
PLT-03,2024-12-06,85572.86,80361.83,28.644,93.91
PLT-04,2024-12-06,104316.73,92854.37,16.544,89.01
PLT-05,2024-12-06,43539.54,40414.47,37.424,92.82
PLT-01,2024-12-07,50441.71,47289.36,29.17,93.75
PLT-02,2024-12-07,118987.56,112392.39,35.669,94.46
PLT-03,2024-12-07,85635.98,83046.6,47.297,96.98
PLT-04,2024-12-07,83049.21,76485.54,28.636,92.1
PLT-05,2024-12-07,74267.39,68907.2,21.849,92.78
PLT-01,2024-12-08,114143.1,105482.0,42.312,92.41
PLT-02,2024-12-08,78024.29,73705.34,24.128,94.46
PLT-03,2024-12-08,89984.55,83222.52,25.216,92.49
PLT-04,2024-12-08,110524.5,98382.73,31.029,89.01
PLT-05,2024-12-08,55549.53,53188.39,21.125,95.75
PLT-01,2024-12-09,90674.43,81144.61,28.077,89.49
PLT-02,2024-12-09,111948.58,100187.91,37.375,89.49
PLT-03,2024-12-09,56360.83,51706.41,31.462,91.74
PLT-04,2024-12-09,86184.51,80515.81,35.045,93.42
PLT-05,2024-12-09,61741.5,56562.81,13.343,91.61
PLT-01,2024-12-10,101500.56,96967.44,19.173,95.53
PLT-02,2024-12-10,56115.52,49593.96,48.434,88.38
PLT-03,2024-12-10,104574.93,95420.78,29.349,91.25
PLT-04,2024-12-10,63357.36,59160.06,37.823,93.38
PLT-05,2024-12-10,75789.48,72653.57,30.613,95.86
PLT-01,2024-12-11,51540.26,48242.0,28.64,93.6
PLT-02,2024-12-11,114853.75,105122.24,26.503,91.53
PLT-03,2024-12-11,92061.87,85380.83,25.48,92.74
PLT-04,2024-12-11,119181.95,108121.47,21.991,90.72
PLT-05,2024-12-11,109154.21,96088.84,20.745,88.03
PLT-01,2024-12-12,87235.74,78042.89,48.989,89.46
PLT-02,2024-12-12,77135.65,72026.4,17.773,93.38
PLT-03,2024-12-12,63150.25,59065.45,31.784,93.53
PLT-04,2024-12-12,102749.12,92908.94,35.528,90.42
PLT-05,2024-12-12,63278.04,59026.25,33.781,93.28
PLT-01,2024-12-13,49747.13,46233.84,12.43,92.94
PLT-02,2024-12-13,80096.86,75513.47,14.622,94.28
PLT-03,2024-12-13,115096.87,106037.36,45.783,92.13
PLT-04,2024-12-13,48591.87,46915.02,15.931,96.55
PLT-05,2024-12-13,76919.66,74182.8,20.377,96.44
PLT-01,2024-12-14,42782.8,40702.7,33.452,95.14
PLT-02,2024-12-14,81113.7,71630.77,37.016,88.31
PLT-03,2024-12-14,53729.87,51785.26,36.686,96.38
PLT-04,2024-12-14,96562.71,86996.46,43.707,90.09
PLT-05,2024-12-14,83018.61,79460.23,21.754,95.71
PLT-01,2024-12-15,100436.94,93578.2,13.743,93.17
PLT-02,2024-12-15,72427.39,64934.92,26.43,89.66
PLT-03,2024-12-15,70668.13,65208.56,33.61,92.27
PLT-04,2024-12-15,85678.21,75697.49,40.525,88.35
PLT-05,2024-12-15,115934.71,105660.73,18.471,91.14
PLT-01,2024-12-16,83200.13,78494.51,36.441,94.34
PLT-02,2024-12-16,88968.77,79463.43,43.626,89.32
PLT-03,2024-12-16,74049.72,66639.73,16.606,89.99
PLT-04,2024-12-16,73337.53,68615.88,35.954,93.56
PLT-05,2024-12-16,117018.95,104589.59,48.988,89.38
PLT-01,2024-12-17,92374.07,85065.49,43.975,92.09
PLT-02,2024-12-17,95558.38,87090.43,43.827,91.14
PLT-03,2024-12-17,93329.24,87999.71,44.27,94.29
PLT-04,2024-12-17,75873.3,71254.24,38.809,93.91
PLT-05,2024-12-17,76315.2,67730.56,41.272,88.75
PLT-01,2024-12-18,43825.31,41397.93,44.792,94.46
PLT-02,2024-12-18,67757.52,60249.01,21.883,88.92
PLT-03,2024-12-18,84982.53,81994.49,30.442,96.48
PLT-04,2024-12-18,49018.98,45906.3,38.382,93.65
PLT-05,2024-12-18,71462.69,67527.69,23.694,94.49
PLT-01,2024-12-19,103127.21,93917.59,21.22,91.07
PLT-02,2024-12-19,110334.51,102540.77,22.266,92.94
PLT-03,2024-12-19,114806.95,108168.42,19.945,94.22
PLT-04,2024-12-19,89171.39,85455.82,37.062,95.83
PLT-05,2024-12-19,59580.73,55910.34,34.29,93.84
PLT-01,2024-12-20,105667.49,94681.45,38.687,89.6
PLT-02,2024-12-20,42189.66,39770.33,46.576,94.27
PLT-03,2024-12-20,53951.06,48988.48,32.983,90.8
PLT-04,2024-12-20,98591.6,89816.3,35.913,91.1
PLT-05,2024-12-20,111942.3,105829.16,37.597,94.54
PLT-01,2024-12-21,70557.65,67878.48,21.984,96.2
PLT-02,2024-12-21,56422.43,51501.27,35.406,91.28
PLT-03,2024-12-21,108934.24,97157.04,42.797,89.19
PLT-04,2024-12-21,105025.87,97970.52,39.383,93.28
PLT-05,2024-12-21,54550.46,48836.99,44.561,89.53
PLT-01,2024-12-22,79851.87,72037.11,36.794,90.21
PLT-02,2024-12-22,111350.01,104324.83,24.504,93.69
PLT-03,2024-12-22,78659.02,74545.49,14.43,94.77
PLT-04,2024-12-22,57373.16,52876.97,33.753,92.16
PLT-05,2024-12-22,67133.25,60880.14,13.49,90.69
PLT-01,2024-12-23,42608.14,38563.88,31.098,90.51
PLT-02,2024-12-23,84509.72,78126.06,26.756,92.45
PLT-03,2024-12-23,60183.33,55131.69,16.995,91.61
PLT-04,2024-12-23,49220.74,44642.96,47.833,90.7
PLT-05,2024-12-23,66119.76,63758.03,26.121,96.43
PLT-01,2024-12-24,75120.8,71495.14,15.371,95.17
PLT-02,2024-12-24,54585.07,52819.0,30.213,96.76
PLT-03,2024-12-24,43544.77,38505.08,46.161,88.43
PLT-04,2024-12-24,109869.21,101217.66,17.876,92.13
PLT-05,2024-12-24,106422.77,96761.07,27.086,90.92
PLT-01,2024-12-25,94598.11,86255.11,34.632,91.18
PLT-02,2024-12-25,110822.62,105476.94,25.738,95.18
PLT-03,2024-12-25,63034.92,57090.47,24.549,90.57
